shot_id,combined_shot_type,period,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,home_away,time_sec_remaining
16959,Jump Shot,4,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 IND,0,332
16960,Jump Shot,4,29,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 IND,0,295
16961,Jump Shot,4,31,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 IND,0,268
16963,Jump Shot,4,38,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 IND,0,56
16964,Jump Shot,1,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 PHI,0,616
16965,Jump Shot,1,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 PHI,0,136
16966,Jump Shot,2,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,0,281
16969,Jump Shot,3,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 PHI,0,549
16970,Jump Shot,3,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 PHI,0,367
16971,Jump Shot,3,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 PHI,0,357
16973,Layup,3,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,0,231
16975,Layup,1,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 TOR,0,587
16976,Jump Shot,1,22,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 TOR,0,579
16977,Bank Shot,1,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2010-11 TOR,0,417
16978,Dunk,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 TOR,0,367
16979,Jump Shot,1,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 TOR,0,332
16980,Layup,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 TOR,0,230
16981,Jump Shot,1,9,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2010-11 TOR,0,175
16982,Jump Shot,3,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 TOR,0,693
16983,Jump Shot,3,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 TOR,0,575
16985,Jump Shot,3,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 TOR,0,451
16986,Jump Shot,4,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2010-11 TOR,0,256
16988,Layup,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIL,1,454
16989,Jump Shot,1,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 MIL,1,417
16990,Jump Shot,1,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 MIL,1,327
16991,Bank Shot,1,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 MIL,1,280
16992,Jump Shot,2,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MIL,1,236
16993,Jump Shot,2,41,0.0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,2010-11 MIL,1,0
16996,Jump Shot,3,8,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 MIL,1,454
16997,Jump Shot,3,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 MIL,1,321
16998,Jump Shot,3,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 MIL,1,204
17000,Jump Shot,4,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 MIL,1,239
17001,Layup,4,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIL,1,179
17002,Layup,4,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MIL,1,156
17003,Jump Shot,1,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 MIA,1,516
17004,Layup,1,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,376
17005,Layup,1,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,295
17006,Layup,1,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,206
17007,Jump Shot,2,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 MIA,1,630
17008,Dunk,2,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,599
17009,Layup,2,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,422
17010,Jump Shot,2,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 MIA,1,264
17011,Layup,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,228
17012,Layup,2,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,33
17013,Jump Shot,3,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 MIA,1,682
17014,Jump Shot,3,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 MIA,1,613
17015,Jump Shot,3,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 MIA,1,402
17016,Jump Shot,4,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 MIA,1,698
17017,Jump Shot,4,25,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 MIA,1,548
17018,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MIA,1,193
17019,Jump Shot,1,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 SAS,0,698
17020,Jump Shot,1,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 SAS,0,666
17021,Jump Shot,1,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 SAS,0,644
17022,Jump Shot,1,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 SAS,0,637
17023,Jump Shot,1,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 SAS,0,558
17024,Jump Shot,1,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 SAS,0,537
17025,Jump Shot,1,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 SAS,0,471
17026,Layup,1,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 SAS,0,326
17027,Jump Shot,1,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 SAS,0,208
17028,Bank Shot,1,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 SAS,0,175
17029,Layup,2,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 SAS,0,109
17030,Jump Shot,2,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 SAS,0,56
17031,Jump Shot,2,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 SAS,0,29
17032,Jump Shot,2,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 SAS,0,2
17033,Jump Shot,3,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 SAS,0,704
17035,Bank Shot,3,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 SAS,0,450
17036,Jump Shot,3,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 SAS,0,342
17037,Jump Shot,3,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 SAS,0,284
17039,Jump Shot,4,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 SAS,0,458
17041,Jump Shot,4,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 SAS,0,401
17042,Jump Shot,4,23,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 SAS,0,368
17043,Jump Shot,4,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 SAS,0,309
17044,Layup,4,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 SAS,0,258
17045,Layup,4,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 SAS,0,203
17046,Jump Shot,1,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 NOH,0,644
17047,Jump Shot,1,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 NOH,0,524
17048,Jump Shot,1,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2010-11 NOH,0,408
17049,Jump Shot,1,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NOH,0,248
17051,Jump Shot,2,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 NOH,0,272
17052,Jump Shot,2,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 NOH,0,223
17053,Jump Shot,2,34,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 NOH,0,0
17054,Layup,3,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NOH,0,652
17055,Jump Shot,3,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NOH,0,485
17056,Jump Shot,3,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 NOH,0,437
17057,Jump Shot,3,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 NOH,0,404
17058,Jump Shot,4,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 NOH,0,304
17059,Layup,4,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NOH,0,252
17060,Layup,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,1,680
17061,Jump Shot,1,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 PHI,1,554
17062,Jump Shot,1,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2010-11 PHI,1,501
17063,Jump Shot,1,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 PHI,1,479
17064,Dunk,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,1,424
17065,Jump Shot,1,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 PHI,1,378
17066,Bank Shot,2,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 PHI,1,322
17067,Jump Shot,2,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 PHI,1,211
17069,Hook Shot,3,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 PHI,1,649
17070,Dunk,3,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,1,637
17071,Jump Shot,3,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 PHI,1,474
17072,Jump Shot,3,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 PHI,1,282
17073,Layup,3,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,1,158
17074,Jump Shot,3,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 PHI,1,81
17075,Jump Shot,3,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 PHI,1,58
17076,Layup,3,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 PHI,1,28
17078,Jump Shot,4,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 PHI,1,399
17080,Jump Shot,4,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2010-11 PHI,1,144
17081,Jump Shot,4,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 PHI,1,114
17083,Jump Shot,4,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 PHI,1,33
17084,Jump Shot,1,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MEM,1,348
17086,Jump Shot,1,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2010-11 MEM,1,146
17088,Jump Shot,2,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MEM,1,205
17089,Jump Shot,2,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 MEM,1,53
17090,Jump Shot,3,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 MEM,1,682
17091,Layup,3,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MEM,1,612
17092,Jump Shot,3,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MEM,1,584
17093,Jump Shot,3,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 MEM,1,542
17094,Jump Shot,3,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MEM,1,534
17095,Jump Shot,3,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 MEM,1,431
17096,Jump Shot,3,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 MEM,1,375
17097,Jump Shot,3,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2010-11 MEM,1,333
17098,Jump Shot,3,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 MEM,1,290
17100,Jump Shot,3,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 MEM,1,199
17101,Jump Shot,3,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 MEM,1,141
17102,Jump Shot,4,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 MEM,1,422
17103,Jump Shot,4,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 MEM,1,380
17104,Layup,4,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 MEM,1,350
17106,Jump Shot,1,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 DET,1,513
17107,Layup,1,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,468
17109,Jump Shot,1,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 DET,1,251
17112,Layup,1,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,88
17113,Jump Shot,1,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 DET,1,25
17114,Jump Shot,1,40,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 DET,1,0
17115,Jump Shot,2,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 DET,1,474
17116,Layup,2,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,418
17117,Jump Shot,2,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 DET,1,306
17118,Jump Shot,2,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,216
17119,Layup,2,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,51
17120,Layup,2,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,15
17121,Dunk,3,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,495
17122,Layup,3,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 DET,1,403
17125,Jump Shot,1,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 PHX,0,288
17126,Jump Shot,1,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 PHX,0,251
17127,Jump Shot,1,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 PHX,0,186
17128,Jump Shot,2,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 PHX,0,322
17129,Jump Shot,2,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 PHX,0,264
17131,Jump Shot,3,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 PHX,0,674
17132,Bank Shot,3,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 PHX,0,646
17133,Jump Shot,3,21,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 PHX,0,596
17134,Jump Shot,3,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 PHX,0,399
17135,Jump Shot,3,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 PHX,0,120
17136,Jump Shot,4,22,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 PHX,0,241
17137,Jump Shot,4,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 PHX,0,198
17139,Jump Shot,4,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 PHX,0,152
17140,Jump Shot,4,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 PHX,0,19
17141,Jump Shot,1,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 NOH,1,703
17142,Jump Shot,1,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NOH,1,224
17144,Jump Shot,1,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 NOH,1,120
17145,Jump Shot,2,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NOH,1,380
17146,Jump Shot,2,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 NOH,1,148
17147,Jump Shot,2,20,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2010-11 NOH,1,49
17148,Jump Shot,3,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NOH,1,692
17149,Jump Shot,3,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NOH,1,514
17150,Jump Shot,3,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 NOH,1,379
17151,Jump Shot,3,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 NOH,1,283
17152,Jump Shot,3,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NOH,1,69
17153,Bank Shot,3,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NOH,1,3
17154,Jump Shot,4,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NOH,1,506
17155,Jump Shot,4,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2010-11 NOH,1,339
17156,Jump Shot,4,21,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2010-11 NOH,1,133
17158,Hook Shot,4,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NOH,1,83
17159,Jump Shot,4,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NOH,1,37
17161,Layup,1,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NYK,1,338
17162,Jump Shot,1,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NYK,1,272
17163,Jump Shot,1,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NYK,1,180
17164,Jump Shot,2,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NYK,1,369
17165,Jump Shot,2,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NYK,1,241
17168,Jump Shot,2,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NYK,1,110
17169,Jump Shot,2,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 NYK,1,88
17170,Jump Shot,2,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 NYK,1,40
17171,Jump Shot,2,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 NYK,1,3
17172,Jump Shot,2,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NYK,1,0
17173,Jump Shot,3,26,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 NYK,1,684
17174,Jump Shot,3,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 NYK,1,664
17175,Jump Shot,3,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2010-11 NYK,1,532
17176,Layup,3,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NYK,1,478
17177,Jump Shot,3,9,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2010-11 NYK,1,349
17178,Dunk,3,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NYK,1,327
17181,Jump Shot,4,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2010-11 NYK,1,662
17182,Jump Shot,4,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NYK,1,634
17183,Jump Shot,4,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 NYK,1,598
17184,Jump Shot,4,28,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 NYK,1,565
17185,Jump Shot,4,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 NYK,1,523
17186,Layup,4,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 NYK,1,292
17187,Jump Shot,4,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 NYK,1,166
17188,Layup,1,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 CLE,1,470
17190,Jump Shot,3,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 CLE,1,647
17191,Jump Shot,3,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 CLE,1,530
17192,Jump Shot,3,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 CLE,1,475
17193,Jump Shot,3,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 CLE,1,414
17194,Jump Shot,3,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 CLE,1,368
17195,Jump Shot,3,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 CLE,1,323
17196,Bank Shot,3,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2010-11 CLE,1,248
17198,Jump Shot,1,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2010-11 GSW,0,654
17199,Layup,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,548
17200,Jump Shot,1,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2010-11 GSW,0,399
17201,Jump Shot,1,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,306
17202,Layup,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,268
17203,Jump Shot,1,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 GSW,0,177
17204,Jump Shot,2,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 GSW,0,117
17205,Jump Shot,3,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 GSW,0,504
17206,Layup,3,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,490
17207,Jump Shot,3,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2010-11 GSW,0,388
17208,Jump Shot,3,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-11 GSW,0,351
17209,Jump Shot,3,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,235
17210,Jump Shot,3,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 GSW,0,167
17211,Jump Shot,3,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 GSW,0,119
17212,Jump Shot,3,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 GSW,0,78
17213,Jump Shot,3,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2010-11 GSW,0,24
17214,Jump Shot,4,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2010-11 GSW,0,349
17215,Layup,4,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2010-11 GSW,0,190
17216,Jump Shot,4,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2010-11 GSW,0,150
